component 0,component 1,component 2,请选择使用模式,flag,username,timestamp
你好,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp3nzevxbl.json,知识库问答,,93b3ef8f0ea24ae2b4eec74828fffb57,2023-07-25 15:13:18.220608
一年期,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpaj7noj7i.json,知识库问答,,08b87d5aeacf40879655c6b55d65a4ca,2023-07-25 15:36:04.653277
你好,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/新建知识库/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpascfvy6k.json,知识库问答,,a688abaf9dbb4d8db21b2de4245700a4,2023-07-25 15:41:37.582397
你好,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp_aujqpz_.json,知识库问答,,1dcd37e2135f4acaa993eb468792dbc3,2023-07-25 15:44:29.267674
你好,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpnool2j3g.json,知识库问答,,3ddca1a27fda435c8827a0393c976271,2023-07-25 15:46:16.285395
你好,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpternzo5g.json,知识库问答,,3806d34de97f4b478891e2dd11bf4b79,2023-07-25 15:51:21.248180
你好,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpfgp2o7zy.json,知识库问答,,3806d34de97f4b478891e2dd11bf4b79,2023-07-25 15:51:33.211399
你好,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpe607rws1.json,知识库问答,,3806d34de97f4b478891e2dd11bf4b79,2023-07-25 15:52:13.490556
你好,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpqj5282hh.json,知识库问答,,28a060a519ea4fb8b724249b623683f2,2023-07-25 15:56:37.413602
你好,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpmrbfmab5.json,知识库问答,,5a7aa854ee9c4c1bbd92458f77ee1ea8,2023-07-25 15:59:01.616419
你好,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpzcy5xmos.json,知识库问答,,5a7aa854ee9c4c1bbd92458f77ee1ea8,2023-07-25 16:00:00.920530
一年期,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpm5zgxxp5.json,知识库问答,,5a7aa854ee9c4c1bbd92458f77ee1ea8,2023-07-25 16:01:49.490337
二年期,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp8ei_ndoz.json,知识库问答,,5a7aa854ee9c4c1bbd92458f77ee1ea8,2023-07-25 16:02:59.821496
你好,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp6azycu9t.json,知识库问答,,4bb347f1fa99492f941b61d2c1ebe5ac,2023-07-25 16:12:35.449340
一年期,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpc27l3s4u.json,知识库问答,,4bb347f1fa99492f941b61d2c1ebe5ac,2023-07-25 16:12:49.484054
二年期,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpsw34tl7t.json,知识库问答,,4bb347f1fa99492f941b61d2c1ebe5ac,2023-07-25 16:12:56.737845
如果我准备贷款80万买辆库存新车，那么我原则上最少需要支付多少钱作为首付？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpzzw5skqm.json,知识库问答,,4bb347f1fa99492f941b61d2c1ebe5ac,2023-07-25 16:13:18.683777
一个人准备买辆12座的皮卡，可以在长安新生贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp6j7wikh5.json,知识库问答,,4bb347f1fa99492f941b61d2c1ebe5ac,2023-07-25 16:13:41.504389
一个人准备买辆12座的皮卡，可以在长安新生贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpd8huo6r5.json,知识库问答,,4bb347f1fa99492f941b61d2c1ebe5ac,2023-07-25 16:14:11.141462
一个人准备买辆12座的皮卡，可以在长安新生贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmprab0lmdq.json,知识库问答,,4bb347f1fa99492f941b61d2c1ebe5ac,2023-07-25 16:14:45.177245
一个人准备买辆12座的皮卡，可以在长安新生贷款吗？,,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpjagmzb_z.json,LLM 对话,,5be72ced81af4730b96b46e1536bf519,2023-07-25 16:18:36.069553
一个人准备买辆12座的皮卡，可以在长安新生贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp0z3x31ew.json,知识库问答,,5be72ced81af4730b96b46e1536bf519,2023-07-25 16:19:04.642590
一个人准备买辆12座的皮卡，可以在长安新生贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpx3a5ejy2.json,知识库问答,,5be72ced81af4730b96b46e1536bf519,2023-07-25 16:19:25.653870
如果我准备贷款80万买辆库存新车，那么我原则上最少需要支付多少钱作为首付？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp2bs0k1eq.json,知识库问答,,5be72ced81af4730b96b46e1536bf519,2023-07-25 16:19:59.344561
风险管理部在GPS监控管理中的主要职责,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmptvqd6p3w.json,知识库问答,,c7f595df448f4df4aa9e3bd511233493,2023-07-25 16:23:46.592906
如果一家GPS厂商的GPS在线率比其它厂商的平均在线率低6%，那么还可以还可以继续采购这家厂商的GPS设备吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpxfis6hzq.json,知识库问答,,c7f595df448f4df4aa9e3bd511233493,2023-07-25 16:24:08.300658
如果一家GPS厂商的GPS在线率比其它厂商的平均在线率低6%，那么还可以还可以继续采购这家厂商的GPS设备吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpvi1czr4a.json,知识库测试,,c7f595df448f4df4aa9e3bd511233493,2023-07-25 16:24:31.849776
风险管理部在GPS监控管理中的主要职责,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp43f62q_4.json,知识库测试,,c7f595df448f4df4aa9e3bd511233493,2023-07-25 16:24:42.727092
如果一家GPS厂商的GPS在线率比其它厂商的平均在线率低6%，那么还可以还可以继续采购这家厂商的GPS设备吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_pds/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp6nkx9_9s.json,知识库问答,,f8c0337a3bdf46fabf6e1d33780192fc,2023-07-25 16:38:12.326890
风险管理部在GPS监控管理中的主要职责,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_pds/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpcabpqxg6.json,知识库问答,,f8c0337a3bdf46fabf6e1d33780192fc,2023-07-25 16:38:41.949203
如果一家GPS厂商的GPS在线率比其它厂商的平均在线率低6%，那么还可以还可以继续采购这家厂商的GPS设备吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_pds/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpgg082c2j.json,知识库测试,,f8c0337a3bdf46fabf6e1d33780192fc,2023-07-25 16:38:49.862994
风险管理部在GPS监控管理中的主要职责,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_pds/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp1q4ngp_g.json,知识库测试,,f8c0337a3bdf46fabf6e1d33780192fc,2023-07-25 16:39:06.576148
一个人准备买辆12座的皮卡，可以在长安新生贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_pds/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmph4sdqva7.json,知识库问答,,f8c0337a3bdf46fabf6e1d33780192fc,2023-07-25 16:39:30.577306
一个人准备买辆12座的皮卡，可以在长安新生贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_pds/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpf_4pu22_.json,知识库测试,,f8c0337a3bdf46fabf6e1d33780192fc,2023-07-25 16:39:45.376096
一个人准备买辆12座的皮卡，可以在长安新生贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_pds/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpyyy1ddr0.json,知识库问答,,f8c0337a3bdf46fabf6e1d33780192fc,2023-07-25 16:40:23.834814
如果我准备贷款80万买辆库存新车，那么我原则上最少需要支付多少钱作为首付？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_pds/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpyp16g21t.json,知识库问答,,f8c0337a3bdf46fabf6e1d33780192fc,2023-07-25 16:40:54.404072
如果我准备贷款80万买辆库存新车，那么我原则上最少需要支付多少钱作为首付？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_pds/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpigqo8is7.json,知识库测试,,f8c0337a3bdf46fabf6e1d33780192fc,2023-07-25 16:41:08.873529
如果我准备贷款80万买辆库存新车，那么我原则上最少需要支付多少钱作为首付？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_pds/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpamlutr2j.json,知识库问答,,f8c0337a3bdf46fabf6e1d33780192fc,2023-07-25 16:41:30.823275
如果我准备贷款80万买辆库存新车，那么我原则上最少需要支付多少钱作为首付？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp1_un_wse.json,知识库问答,,f8c0337a3bdf46fabf6e1d33780192fc,2023-07-25 16:41:45.350705
我月收入1万元，现在想要进行贷款，经过评估，我每个月需要还款9300元，那么我可以在贵公司申请贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp8jc3ezuc.json,知识库问答,,2d75db94d36442fca52c8292511ea561,2023-07-25 16:45:26.135713
我月收入1万元，现在想要进行贷款，经过评估，我每个月需要还款9300元，那么我可以在贵公司申请贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpaew_7ft6.json,知识库问答,,2d75db94d36442fca52c8292511ea561,2023-07-25 16:46:20.809261
我月收入1万元，现在想要进行贷款，经过评估，我每个月需要还款9000元，那么我可以在贵公司申请贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp0tdm8fx2.json,知识库问答,,2d75db94d36442fca52c8292511ea561,2023-07-25 17:03:14.456770
我月收入1万元，现在想要进行贷款，经过评估，我每个月需要还款9000元，那么我可以在贵公司申请贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpiniehl57.json,知识库问答,,2d75db94d36442fca52c8292511ea561,2023-07-25 17:04:05.290223
我月收入1万元，现在想要进行贷款，经过评估，我每个月需要还款9000元，那么我可以在贵公司申请贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpslne8nbh.json,知识库问答,,2d75db94d36442fca52c8292511ea561,2023-07-25 17:05:54.486394
我月收入1万元，现在想要进行贷款，经过评估，我每个月需要还款9000元，那么我可以在贵公司申请贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpj86h69zn.json,知识库问答,,2d75db94d36442fca52c8292511ea561,2023-07-25 17:07:00.773677
我月收入1万元，现在想要进行贷款，经过评估，我每个月需要还款9000元，那么我可以在贵公司申请贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp3nwz7f3q.json,知识库问答,,c0a58bb44dd646fa886fe8a05b3eb3b0,2023-07-26 10:24:01.682795
我月收入1万元，现在想要进行贷款，经过评估，我每个月需要还款9000元，那么我可以在贵公司申请贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpqx6wfctg.json,知识库问答,,c0a58bb44dd646fa886fe8a05b3eb3b0,2023-07-26 10:24:17.313518
如果我准备贷款80万买辆库存新车，那么我原则上最少需要支付多少钱作为首付？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpzc5aj1k8.json,知识库问答,,8791dcc00b744ca9b866b7e24e42c066,2023-07-26 11:36:38.633350
我是长安新生的员工，我在申请贷款时可以不给车辆安装GPS吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpnu_7z72p.json,知识库问答,,8791dcc00b744ca9b866b7e24e42c066,2023-07-26 11:37:07.288563
对于无线GPS设备，离线多少天算作离线设备,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpjvl4skca.json,知识库问答,,8791dcc00b744ca9b866b7e24e42c066,2023-07-26 11:38:02.078688
如果一家GPS厂商的GPS在线率比其它厂商的平均在线率低6%，那么还可以还可以继续采购这家厂商的GPS设备吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp0fkn3vl6.json,知识库问答,,8791dcc00b744ca9b866b7e24e42c066,2023-07-26 11:39:35.724985
我月收入1万元，现在想要进行贷款，经过评估，我每个月需要还款9300元，那么我可以在贵公司申请贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmprce9n09b.json,知识库问答,,8791dcc00b744ca9b866b7e24e42c066,2023-07-26 11:40:34.246722
我月收入1万元，现在想要进行贷款，经过评估，我每个月需要还款9000元，那么我可以在贵公司申请贷款吗？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp6dh3nhe3.json,知识库问答,,8791dcc00b744ca9b866b7e24e42c066,2023-07-26 11:41:15.391487
我的其它债务月均偿付额为0,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp_vvn3szs.json,知识库问答,,8791dcc00b744ca9b866b7e24e42c066,2023-07-26 11:41:48.639149
那我怎样才能满足贷款要求？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp9talcgyd.json,知识库问答,,8791dcc00b744ca9b866b7e24e42c066,2023-07-26 11:42:37.407887
那我怎样才能满足贷款要求？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,,知识库问答,,8791dcc00b744ca9b866b7e24e42c066,2023-07-26 11:42:42.711038
那我怎样才能满足贷款要求？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmputlkxez2.json,知识库问答,,8791dcc00b744ca9b866b7e24e42c066,2023-07-26 11:43:48.213843
你好,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmplevv9rr3.json,知识库问答,,c96a460dce4d4953a5aab215bc38f477,2023-07-26 13:55:04.396646
我月收入1万元，经过评估，贷款买一辆车每月需要还款9000元，那么我能不能在长安新生贷款？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpycvuu4fh.json,知识库问答,,c96a460dce4d4953a5aab215bc38f477,2023-07-26 14:07:34.956744
其他债务月均偿付额为0,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpurttngv4.json,知识库问答,,c96a460dce4d4953a5aab215bc38f477,2023-07-26 14:08:20.856531
我现在贷款80万买一辆库存新车，那我至少要付多少首付？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmph13ldo07.json,知识库问答,,c96a460dce4d4953a5aab215bc38f477,2023-07-26 14:12:16.427363
我想贷款80万买一辆库存新车，那么我至少要付多少首付？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpl1qk7m4t.json,知识库问答,,15916defe7264be4a0152f3efa0574c7,2023-07-26 14:14:02.654226
风险管理部在GPS监控管理中的主要职责有哪些？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp29ciwjfn.json,知识库问答,,15916defe7264be4a0152f3efa0574c7,2023-07-26 14:15:53.247155
对于无线GPS设备，如果离线天数超过了3天，那么它是什么设备？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpxmd6ckkt.json,知识库问答,,15916defe7264be4a0152f3efa0574c7,2023-07-26 14:17:16.864229
如果一家供应商的GPS设备在线率比其他厂商设备平均在线率低5%，那么会对这家GPS供应商采取什么措施？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpp1kpqd5h.json,知识库问答,,15916defe7264be4a0152f3efa0574c7,2023-07-26 14:18:38.984865
孙悟空和奥特曼也偷偷潜入了会场，他们都争着想做讯飞星火认知大模型的代言人，还为此吵了一架，请根据上述信息创作一个故事。,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpq9gj037t.json,知识库问答,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 16:45:40.193554
孙悟空和奥特曼也偷偷潜入了会场，他们都争着想做讯飞星火认知大模型的代言人，还为此吵了一架，请根据上述信息创作一个故事。,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/caxins_ods/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp2f7b5_3d.json,LLM 对话,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 16:46:48.695633
https://research.aimultiple.com/large-language-model-evaluation/,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/新建知识库/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpeeib_pz8.json,知识库问答,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 16:56:12.215386
https://zhuanlan.zhihu.com/p/345565948,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/新建知识库/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp67u2_9f4.json,知识库问答,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 16:58:19.428700
刀郎 罗刹海市,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/新建知识库/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp72u8nuof.json,知识库问答,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 16:58:45.756627
客户还清了，但是系统显示没还款，怎么办？,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/kg_test/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmprs8_gnv1.json,知识库问答,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 17:07:23.827303
"报错：nested exception is org.apache.ibatis.exceptions.TooManyResultsException: Expected one result (or null) to be returned by selectOne(), but found: 9",/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/kg_test/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpad0qfbtf.json,知识库问答,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 17:12:49.936167
预审批超时，显示客户欠费,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/kg_test/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp2h2_g4h2.json,知识库问答,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 17:15:16.741760
客户还清，归还欠款显示无欠款，怎么解决,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/kg_test/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp54t9u3rc.json,知识库问答,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 17:18:47.280522
客户还清，归还欠款显示无欠款，怎么办,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/kg_test/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp9va7qxlo.json,知识库问答,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 17:19:16.524761
https://zhuanlan.zhihu.com/p/345565948,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/kg_test/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpvaop1sbg.json,知识库问答,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 17:20:33.719255
https://zhuanlan.zhihu.com/p/345565948,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/kg_test/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmp3e1oac33.json,知识库问答,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 17:20:55.043489
https://zhuanlan.zhihu.com/p/345565948,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/kg_test/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpoh8e7wgl.json,LLM 对话,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 17:22:59.651121
https://research.aimultiple.com/large-language-model-evaluation/,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/kg_test/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmphoaxrhf5.json,LLM 对话,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 17:26:41.606577
https://zhuanlan.zhihu.com/p/345565948,/Users/wavy/Desktop/auto-st/langchain-LLM/knowledge_base/kg_test/vector_store,/Users/wavy/Desktop/auto-st/langchain-LLM/flagged/component 2/tmpfw4nh4db.json,LLM 对话,,1f1d9095ebfc4df484068845121d17bf,2023-08-08 17:26:54.603596
